Z,N,A,B_k_p,B_k_n,B_k_tot,dB_k,f_p,f_n,partial_idx,S_dom,coul_idx,BindingEnergy,E_exp,E_pred,Residual
25,34,59,109,204,313,-95,0.5,0.1111111111111111,0.2623456790123457,5,120.0,512.120041,512.120041,513.2685546557761,1.148513655776128
25,35,60,109,220,329,-111,0.5,0.16666666666666666,0.2777777777777778,5,120.0,517.639067,517.639067,521.6471137219655,4.00804672196557
25,36,61,109,236,345,-127,0.5,0.2222222222222222,0.2993827160493827,5,120.0,524.527391,524.527391,529.9213173121349,5.393926312134909
25,37,62,109,252,361,-143,0.5,0.2777777777777778,0.3271604938271605,5,120.0,529.329167,529.329167,538.0911654262844,8.761998426284435
25,38,63,109,268,377,-159,0.5,0.3333333333333333,0.3611111111111111,5,120.0,535.686539,535.686539,546.1566580644139,10.470119064413893
25,39,64,109,284,393,-175,0.5,0.3888888888888889,0.4012345679012346,5,120.0,540.106403,540.106403,554.1177952265234,14.011392226523412
25,40,65,109,300,409,-191,0.5,0.4444444444444444,0.44753086419753085,5,120.0,545.970083,545.970083,561.9745769126129,16.004493912612816
25,41,66,109,316,425,-207,0.5,0.5,0.5,5,120.0,549.644751,549.644751,569.7270031226824,20.08225212268235
25,42,67,109,332,441,-223,0.5,0.5555555555555556,0.558641975308642,5,120.0,554.921589,554.921589,577.3750738567321,22.453484856732075
26,19,45,118,55,173,63,0.5714285714285714,0.07142857142857142,0.33163265306122447,4,162.5,329.30615,329.30615,396.58199220248343,67.27584220248343
26,20,46,118,64,182,54,0.5714285714285714,0.14285714285714285,0.3469387755102041,4,162.5,350.18552,350.18552,405.0545419803952,54.86902198039519
26,21,47,118,73,191,45,0.5714285714285714,0.21428571428571427,0.3724489795918367,4,162.5,365.634277,365.634277,413.3545857673352,47.72030876733521
26,22,48,118,82,200,36,0.5714285714285714,0.2857142857142857,0.4081632653061224,4,162.5,385.190925,385.190925,421.48212356330333,36.29119856330334
26,23,49,118,91,209,27,0.5714285714285714,0.35714285714285715,0.45408163265306123,4,162.5,399.736132,399.736132,429.43715536829967,29.701023368299673
26,24,50,118,100,218,18,0.5714285714285714,0.42857142857142855,0.510204081632653,4,162.5,417.699925,417.699925,437.2196811823243,19.519756182324272
26,25,51,118,109,227,9,0.5714285714285714,0.5,0.5765306122448979,4,162.5,431.513909,431.513909,444.82970100537705,13.315792005377034
26,26,52,118,118,236,0,0.5714285714285714,0.5714285714285714,0.6530612244897959,4,162.5,447.696684,447.696684,452.2672148374581,4.5705308374580795
26,27,53,118,127,245,-9,0.5714285714285714,0.6428571428571429,0.739795918367347,4,162.5,458.380568,458.380568,459.5322226785673,1.1516546785672972
26,28,54,118,136,254,-18,0.5714285714285714,0.7142857142857143,0.8367346938775511,4,162.5,471.759079,471.759079,466.62472452870463,-5.134354471295353
26,29,55,118,145,263,-27,0.5714285714285714,0.7857142857142857,0.943877551020408,4,162.5,481.056993,481.056993,473.54472038787026,-7.5122726121297205
26,30,56,118,154,272,-36,0.5714285714285714,0.8571428571428571,1.0612244897959182,4,162.5,492.254317,492.254317,480.2922102560641,-11.96210674393592
26,31,57,118,163,281,-45,0.5714285714285714,0.9285714285714286,1.1887755102040816,4,162.5,499.900318,499.900318,486.8671941332861,-13.033123866713936
26,32,58,118,172,290,-54,0.5714285714285714,1.0,1.3265306122448979,4,162.5,509.944731,509.944731,493.2696720195363,-16.67505898046369
26,33,59,118,188,306,-70,0.5714285714285714,0.05555555555555555,0.32961703199798437,5,130.0,516.525662,516.525662,512.2165011180605,-4.309160881939533
26,34,60,118,204,322,-86,0.5714285714285714,0.1111111111111111,0.3388762912572436,5,130.0,525.345439,525.345439,520.6994156602698,-4.646023339730277
26,35,61,118,220,338,-102,0.5714285714285714,0.16666666666666666,0.3543083900226757,5,130.0,530.927807,530.927807,529.0779747264592,-1.8498322735408692
26,36,62,118,236,354,-118,0.5714285714285714,0.2222222222222222,0.37591332829428065,5,130.0,538.979568,538.979568,537.3521783166287,-1.6273896833712342
26,37,63,118,252,370,-134,0.5714285714285714,0.2777777777777778,0.40369110607205844,5,130.0,543.930383,543.930383,545.5220264307782,1.5916434307781628
26,38,64,118,268,386,-150,0.5714285714285714,0.3333333333333333,0.43764172335600904,5,130.0,551.303084,551.303084,553.5875190689076,2.2844350689075554
26,39,65,118,284,402,-166,0.5714285714285714,0.3888888888888889,0.4777651801461325,5,130.0,555.583223,555.583223,561.548656231017,5.965433231017073
26,40,66,118,300,418,-182,0.5714285714285714,0.4444444444444444,0.5240614764424287,5,130.0,562.685791,562.685791,569.4054379171066,6.7196469171066155
26,41,67,118,316,434,-198,0.5714285714285714,0.5,0.5765306122448979,5,130.0,567.012505,567.012505,577.1578641271761,10.145359127176107
26,42,68,118,332,450,-214,0.5714285714285714,0.5555555555555556,0.6351725875535399,5,130.0,572.745775,572.745775,584.8059348612258,12.06015986122577
26,43,69,118,348,466,-230,0.5714285714285714,0.6111111111111112,0.6999874023683548,5,130.0,575.982641,575.982641,592.3496501192553,16.367009119255385
27,21,48,127,73,200,54,0.6428571428571429,0.21428571428571427,0.4591836734693878,4,175.5,364.660906,364.660906,421.21718952254395,56.556283522543936
27,22,49,127,82,209,45,0.6428571428571429,0.2857142857142857,0.4948979591836735,4,175.5,383.94742,383.94742,429.34472731851207,45.39730731851205
27,23,50,127,91,218,36,0.6428571428571429,0.35714285714285715,0.5408163265306123,4,175.5,399.638366,399.638366,437.29975912350847,37.66139312350845
27,24,51,127,100,227,27,0.6428571428571429,0.42857142857142855,0.5969387755102041,4,175.5,417.788457,417.788457,445.082284937533,27.293827937533024
27,25,52,127,109,236,18,0.6428571428571429,0.5,0.663265306122449,4,175.5,432.501334,432.501334,452.69230476058584,20.190970760585856
27,26,53,127,118,245,9,0.6428571428571429,0.5714285714285714,0.739795918367347,4,175.5,449.296101,449.296101,460.1298185926668,10.833717592666801
27,27,54,127,127,254,0,0.6428571428571429,0.6428571428571429,0.8265306122448981,4,175.5,462.733669,462.733669,467.394826433776,4.661157433775998
27,28,55,127,136,263,-9,0.6428571428571429,0.7142857142857143,0.9234693877551021,4,175.5,476.823376,476.823376,474.4873282839134,-2.3360477160865685
27,29,56,127,145,272,-18,0.6428571428571429,0.7857142857142857,1.0306122448979593,4,175.5,486.90598,486.90598,481.407324143079,-5.498655856921005
27,30,57,127,154,281,-27,0.6428571428571429,0.8571428571428571,1.1479591836734695,4,175.5,498.281965,498.281965,488.15481401127283,-10.12715098872718
27,31,58,127,163,290,-36,0.6428571428571429,0.9285714285714286,1.2755102040816326,4,175.5,506.854989,506.854989,494.7297978884949,-12.125191111505103
27,32,59,127,172,299,-45,0.6428571428571429,1.0,1.4132653061224492,4,175.5,517.308515,517.308515,501.13227577474504,-16.176239225255017
27,33,60,127,188,315,-61,0.6428571428571429,0.05555555555555555,0.4163517258755355,5,140.4,524.800447,524.800447,519.5554226304739,-5.24502436952605
27,34,61,127,204,331,-77,0.6428571428571429,0.1111111111111111,0.42561098513479473,5,140.4,534.122579,534.122579,528.0383371726832,-6.0842418273167596
27,35,62,127,220,347,-93,0.6428571428571429,0.16666666666666666,0.44104308390022684,5,140.4,540.727169,540.727169,536.4168962388727,-4.310272761127294
27,36,63,127,236,363,-109,0.6428571428571429,0.2222222222222222,0.46264802217183176,5,140.4,549.207417,549.207417,544.6910998290422,-4.516317170957791
27,37,64,127,252,379,-125,0.6428571428571429,0.2777777777777778,0.49042579994960955,5,140.4,555.230383,555.230383,552.8609479431916,-2.3694350568083564
27,38,65,127,268,395,-141,0.6428571428571429,0.3333333333333333,0.5243764172335601,5,140.4,562.676671,562.676671,560.926440581321,-1.7502304186790525
27,39,66,127,284,411,-157,0.6428571428571429,0.3888888888888889,0.5644998740236836,5,140.4,567.632144,567.632144,568.8875777434305,1.2554337434304443
27,40,67,127,300,427,-173,0.6428571428571429,0.4444444444444444,0.6107961703199799,5,140.4,574.9769,574.9769,576.7443594295202,1.7674594295201587
27,41,68,127,316,443,-189,0.6428571428571429,0.5,0.663265306122449,5,140.4,579.555118,579.555118,584.4967856395897,4.941667639589696
27,42,69,127,332,459,-205,0.6428571428571429,0.5555555555555556,0.7219072814310911,5,140.4,586.843984,586.843984,592.1448563736392,5.3008723736392085
27,43,70,127,348,475,-221,0.6428571428571429,0.6111111111111112,0.7867220962459058,5,140.4,590.621116,590.621116,599.6885716316688,9.067455631668736
27,44,71,127,364,491,-237,0.6428571428571429,0.6666666666666666,0.8577097505668935,5,140.4,596.903969,596.903969,607.1279314136784,10.223962413678464
27,45,72,127,380,507,-253,0.6428571428571429,0.7222222222222222,0.934870244394054,5,140.4,600.615897,600.615897,614.4629357196682,13.847038719668149
28,22,50,136,82,218,54,0.7142857142857143,0.2857142857142857,0.5918367346938775,4,189.0,385.451825,385.451825,437.13553320636356,51.683708206363576
28,23,51,136,91,227,45,0.7142857142857143,0.35714285714285715,0.6377551020408163,4,189.0,401.170715,401.170715,445.0905650113599,43.91985001135993
28,24,52,136,100,236,36,0.7142857142857143,0.42857142857142855,0.6938775510204082,4,189.0,420.45723,420.45723,452.8730908253845,32.41586082538453
28,25,53,136,109,245,27,0.7142857142857143,0.5,0.7602040816326531,4,189.0,435.253941,435.253941,460.4831106484373,25.229169648437278
28,26,54,136,118,254,18,0.7142857142857143,0.5714285714285714,0.8367346938775511,4,189.0,453.152529,453.152529,467.9206244805182,14.768095480518184
28,27,55,136,127,263,9,0.7142857142857143,0.6428571428571429,0.9234693877551021,4,189.0,467.347495,467.347495,475.18563232162745,7.838137321627471
28,28,56,136,136,272,0,0.7142857142857143,0.7142857142857143,1.0204081632653061,4,189.0,483.988565,483.988565,482.27813417176486,-1.7104308282351326
28,29,57,136,145,281,-9,0.7142857142857143,0.7857142857142857,1.1275510204081631,4,189.0,494.235857,494.235857,489.19813003093043,-5.037726969069581
28,30,58,136,154,290,-18,0.7142857142857143,0.8571428571428571,1.2448979591836733,4,189.0,506.454285,506.454285,495.94561989912427,-10.50866510087576
28,31,59,136,163,299,-27,0.7142857142857143,0.9285714285714286,1.3724489795918369,4,189.0,515.453655,515.453655,502.52060377634626,-12.933051223653763
28,32,60,136,172,308,-36,0.7142857142857143,1.0,1.510204081632653,4,189.0,526.842028,526.842028,508.9230816625965,-17.918946337403554
28,33,61,136,188,324,-52,0.7142857142857143,0.05555555555555555,0.5132905013857395,5,151.2,534.662032,534.662032,526.8024046508071,-7.859627349192806
28,34,62,136,204,340,-68,0.7142857142857143,0.1111111111111111,0.5225497606449987,5,151.2,545.259194,545.259194,535.2853191930166,-9.973874806983417
28,35,63,136,220,356,-84,0.7142857142857143,0.16666666666666666,0.5379818594104309,5,151.2,552.097124,552.097124,543.663878259206,-8.433245740794064
28,36,64,136,236,372,-100,0.7142857142857143,0.2222222222222222,0.5595867976820358,5,151.2,561.75506,561.75506,551.9380818493754,-9.81697815062455
28,37,65,136,252,388,-116,0.7142857142857143,0.2777777777777778,0.5873645754598136,5,151.2,567.853104,567.853104,560.1079299635248,-7.745174036475191
28,38,66,136,268,404,-132,0.7142857142857143,0.3333333333333333,0.6213151927437641,5,151.2,576.83077,576.83077,568.1734226016542,-8.657347398345792
28,39,67,136,284,420,-148,0.7142857142857143,0.3888888888888889,0.6614386495338876,5,151.2,582.615273,582.615273,576.1345597637638,-6.48071323623617
28,40,68,136,300,436,-164,0.7142857142857143,0.4444444444444444,0.7077349458301839,5,151.2,590.430433,590.430433,583.9913414498534,-6.4390915501466
28,41,69,136,316,452,-180,0.7142857142857143,0.5,0.7602040816326531,5,151.2,595.395221,595.395221,591.7437676599229,-3.651453340077069
28,42,70,136,332,468,-196,0.7142857142857143,0.5555555555555556,0.8188460569412951,5,151.2,602.572308,602.572308,599.3918383939724,-3.1804696060276
28,43,71,136,348,484,-212,0.7142857142857143,0.6111111111111112,0.8836608717561099,5,151.2,607.048061,607.048061,606.935553652002,-0.11250734799796192
28,44,72,136,364,500,-228,0.7142857142857143,0.6666666666666666,0.9546485260770975,5,151.2,613.90844,613.90844,614.3749134340118,0.466473434011732
28,45,73,136,380,516,-244,0.7142857142857143,0.7222222222222222,1.031809019904258,5,151.2,617.527218,617.527218,621.7099177400014,4.182699740001453
28,46,74,136,396,532,-260,0.7142857142857143,0.7777777777777778,1.1151423532375913,5,151.2,623.893905,623.893905,628.940566569971,5.046661569970979
28,47,75,136,412,548,-276,0.7142857142857143,0.8333333333333334,1.2046485260770976,5,151.2,627.251865,627.251865,636.0668599239207,8.814994923920722
28,48,76,136,428,564,-292,0.7142857142857143,0.8888888888888888,1.3003275384227764,5,151.2,633.12486,633.12486,643.0887978018504,9.96393780185042
28,49,77,136,444,580,-308,0.7142857142857143,0.9444444444444444,1.4021793902746285,5,151.2,636.072962,636.072962,650.0063802037602,13.933418203760198
28,50,78,136,460,596,-324,0.7142857142857143,1.0,1.510204081632653,5,151.2,641.377745,641.377745,656.81960712965,15.441862129649962
29,23,52,145,91,236,54,0.7857142857142857,0.35714285714285715,0.7448979591836734,4,203.0,399.647763,399.647763,452.80957303185403,53.16181003185403
29,24,53,145,100,245,45,0.7857142857142857,0.42857142857142855,0.8010204081632653,4,203.0,418.552364,418.552364,460.5920988458786,42.03973484587857
29,25,54,145,109,254,36,0.7857142857142857,0.5,0.8673469387755102,4,203.0,434.858097,434.858097,468.20211866893135,33.34402166893136
29,26,55,145,118,263,27,0.7857142857142857,0.5714285714285714,0.943877551020408,4,203.0,452.859149,452.859149,475.6396325010124,22.780483501012384
29,27,56,145,127,272,18,0.7857142857142857,0.6428571428571429,1.0306122448979593,4,203.0,467.907363,467.907363,482.9046403421216,14.997277342121606
29,28,57,145,136,281,9,0.7857142857142857,0.7142857142857143,1.1275510204081631,4,203.0,484.682569,484.682569,489.99714219225893,5.314573192258933
29,29,58,145,145,290,0,0.7857142857142857,0.7857142857142857,1.2346938775510203,4,203.0,497.108906,497.108906,496.91713805142456,-0.191767948575432
29,30,59,145,154,299,-9,0.7857142857142857,0.8571428571428571,1.3520408163265305,4,203.0,509.871793,509.871793,503.6646279196184,-6.207165080381628
29,31,60,145,163,308,-18,0.7857142857142857,0.9285714285714286,1.4795918367346939,4,203.0,519.932786,519.932786,510.23961179684034,-9.693174203159629
29,32,61,145,172,317,-27,0.7857142857142857,1.0,1.6173469387755102,4,203.0,531.642432,531.642432,516.6420896830906,-15.000342316909382
29,33,62,145,188,333,-43,0.7857142857142857,0.05555555555555555,0.6204333585285966,5,162.4,540.528998,540.528998,533.9574471790603,-6.571550820939706
29,34,63,145,204,349,-59,0.7857142857142857,0.1111111111111111,0.6296926177878559,5,162.4,551.381668,551.381668,542.4403617212696,-8.941306278730394
29,35,64,145,220,365,-75,0.7857142857142857,0.16666666666666666,0.645124716553288,5,162.4,559.297617,559.297617,550.818920787459,-8.478696212540967
29,36,65,145,236,381,-91,0.7857142857142857,0.2222222222222222,0.6667296548248929,5,162.4,569.207895,569.207895,559.0931243776284,-10.114770622371566
29,37,66,145,252,397,-107,0.7857142857142857,0.2777777777777778,0.6945074326026707,5,162.4,576.273854,576.273854,567.2629724917779,-9.010881508222155
29,38,67,145,268,413,-123,0.7857142857142857,0.3333333333333333,0.7284580498866213,5,162.4,585.391244,585.391244,575.3284651299074,-10.062778870092643
29,39,68,145,284,429,-139,0.7857142857142857,0.3888888888888889,0.7685815066767447,5,162.4,591.702041,591.702041,583.2896022920169,-8.412438707983142
29,40,69,145,300,445,-155,0.7857142857142857,0.4444444444444444,0.814877802973041,5,162.4,599.973634,599.973634,591.1463839781063,-8.827250021893633
29,41,70,145,316,461,-171,0.7857142857142857,0.5,0.8673469387755102,5,162.4,605.265377,605.265377,598.898810188176,-6.366566811823986
29,42,71,145,332,477,-187,0.7857142857142857,0.5555555555555556,0.9259889140841522,5,162.4,613.140153,613.140153,606.5468809222255,-6.5932720777746
29,43,72,145,348,493,-203,0.7857142857142857,0.6111111111111112,0.9908037288989671,5,162.4,618.510141,618.510141,614.0905961802551,-4.419544819744829
29,44,73,145,364,509,-219,0.7857142857142857,0.6666666666666666,1.0617913832199546,5,162.4,625.677913,625.677913,621.5299559622647,-4.147957037735296
29,45,74,145,380,525,-235,0.7857142857142857,0.7222222222222222,1.138951877047115,5,162.4,630.29339,630.29339,628.8649602682543,-1.428429731745723
29,46,75,145,396,541,-251,0.7857142857142857,0.7777777777777778,1.2222852103804485,5,162.4,636.96747,636.96747,636.095609098224,-0.8718609017760173
29,47,76,145,412,557,-267,0.7857142857142857,0.8333333333333334,1.3117913832199548,5,162.4,641.042681,641.042681,643.2219024521737,2.1792214521736923
29,48,77,145,428,573,-283,0.7857142857142857,0.8888888888888888,1.4074703955656336,5,162.4,647.288273,647.288273,650.2438403301035,2.955567330103463
29,49,78,145,444,589,-299,0.7857142857142857,0.9444444444444444,1.5093222474174854,5,162.4,650.832532,650.832532,657.1614227320133,6.328890732013292
29,50,79,145,460,605,-315,0.7857142857142857,1.0,1.6173469387755102,5,162.4,656.603062,656.603062,663.974649657903,7.371587657902978
29,51,80,145,485,630,-340,0.7857142857142857,0.045454545454545456,0.6194130544779896,6,135.33333333333334,658.517206,658.517206,683.9149821949297,25.397776194929747
30,24,54,154,100,254,54,0.8571428571428571,0.42857142857142855,0.9183673469387754,4,217.5,418.94829,418.94829,468.2393089990154,49.29101899901542
30,25,55,154,109,263,45,0.8571428571428571,0.5,0.9846938775510203,4,217.5,435.375117,435.375117,475.8493288220682,40.474211822068185
30,26,56,154,118,272,36,0.8571428571428571,0.5714285714285714,1.0612244897959182,4,217.5,454.251774,454.251774,483.28684265414915,29.035068654149143
30,27,57,154,127,281,27,0.8571428571428571,0.6428571428571429,1.1479591836734695,4,217.5,469.281358,469.281358,490.55185049525835,21.27049249525834
30,28,58,154,136,290,18,0.8571428571428571,0.7142857142857143,1.2448979591836733,4,217.5,486.956387,486.956387,497.64435234539576,10.687965345395753
30,29,59,154,145,299,9,0.8571428571428571,0.7857142857142857,1.3520408163265305,4,217.5,499.992574,499.992574,504.5643482045614,4.571774204561393
30,30,60,154,154,308,0,0.8571428571428571,0.8571428571428571,1.4693877551020407,4,217.5,514.992351,514.992351,511.31183807275517,-3.68051292724482
30,31,61,154,163,317,-9,0.8571428571428571,0.9285714285714286,1.596938775510204,4,217.5,525.222877,525.222877,517.8868219499772,-7.336055050022878
30,32,62,154,172,326,-18,0.8571428571428571,1.0,1.7346938775510203,4,217.5,538.11934,538.11934,524.2892998362274,-13.830040163772537
30,33,63,154,188,342,-34,0.8571428571428571,0.05555555555555555,0.7377802973041068,5,174.0,547.232445,547.232445,541.0205502152331,-6.211894784766855
30,34,64,154,204,358,-50,0.8571428571428571,0.1111111111111111,0.7470395565633661,5,174.0,559.094017,559.094017,549.5034647574424,-9.590552242557578
30,35,65,154,220,374,-66,0.8571428571428571,0.16666666666666666,0.7624716553287981,5,174.0,567.073586,567.073586,557.8820238236318,-9.191562176368166
30,36,66,154,236,390,-82,0.8571428571428571,0.2222222222222222,0.784076593600403,5,174.0,578.133422,578.133422,566.1562274138012,-11.977194586198834
30,37,67,154,252,406,-98,0.8571428571428571,0.2777777777777778,0.8118543713781808,5,174.0,585.185595,585.185595,574.3260755279507,-10.859519472049328
30,38,68,154,268,422,-114,0.8571428571428571,0.3333333333333333,0.8458049886621315,5,174.0,595.383798,595.383798,582.3915681660802,-12.992229833919737
30,39,69,154,284,438,-130,0.8571428571428571,0.3888888888888889,0.8859284454522549,5,174.0,601.866083,601.866083,590.3527053281897,-11.513377671810304
30,40,70,154,300,454,-146,0.8571428571428571,0.4444444444444444,0.9322247417485512,5,174.0,611.081746,611.081746,598.2094870142791,-12.872258985720805
30,41,71,154,316,470,-162,0.8571428571428571,0.5,0.9846938775510203,5,174.0,616.915618,616.915618,605.9619132243487,-10.953704775651318
30,42,72,154,332,486,-178,0.8571428571428571,0.5555555555555556,1.0433358528596623,5,174.0,625.793614,625.793614,613.6099839583984,-12.183630041601646
30,43,73,154,348,502,-194,0.8571428571428571,0.6111111111111112,1.1081506676744772,5,174.0,631.145903,631.145903,621.153699216428,-9.992203783571995
30,44,74,154,364,518,-210,0.8571428571428571,0.6666666666666666,1.1791383219954648,5,174.0,639.515303,639.515303,628.5930589984375,-10.92224400156249
30,45,75,154,380,534,-226,0.8571428571428571,0.7222222222222222,1.2562988158226251,5,174.0,644.345024,644.345024,635.9280633044272,-8.416960695572811
30,46,76,154,396,550,-242,0.8571428571428571,0.7777777777777778,1.3396321491559586,5,174.0,651.997173,651.997173,643.1587121343969,-8.83846086560311
30,47,77,154,412,566,-258,0.8571428571428571,0.8333333333333334,1.429138321995465,5,174.0,656.621965,656.621965,650.2850054883465,-6.336959511653504
30,48,78,154,428,582,-274,0.8571428571428571,0.8888888888888888,1.5248173343411437,5,174.0,663.314675,663.314675,657.3069433662763,-6.007731633723665
30,49,79,154,444,598,-290,0.8571428571428571,0.9444444444444444,1.6266691861929956,5,174.0,667.557555,667.557555,664.224525768186,-3.3330292318139527
30,50,80,154,460,614,-306,0.8571428571428571,1.0,1.7346938775510203,5,174.0,674.017391,674.017391,671.0377526940758,-2.9796383059241407
30,51,81,154,485,639,-331,0.8571428571428571,0.045454545454545456,0.7367599932534997,6,145.0,676.434542,676.434542,690.5886804864599,14.154138486459942
30,52,82,154,510,664,-356,0.8571428571428571,0.09090909090909091,0.7429583403609377,6,145.0,680.444548,680.444548,699.0052345352509,18.560686535250852
31,25,56,163,109,272,54,0.9285714285714286,0.5,1.1122448979591837,4,232.5,432.482867,432.482867,483.42474110784764,50.94187410784764
31,26,57,163,118,281,45,0.9285714285714286,0.5714285714285714,1.1887755102040816,4,232.5,451.713492,451.713492,490.8622549399286,39.148762939928645
31,27,58,163,127,290,36,0.9285714285714286,0.6428571428571429,1.2755102040816326,4,232.5,467.870185,467.870185,498.12726278103787,30.25707778103788
31,28,59,163,136,299,27,0.9285714285714286,0.7142857142857143,1.3724489795918369,4,232.5,486.076166,486.076166,505.2197646311752,19.143598631175223
31,29,60,163,145,308,18,0.9285714285714286,0.7857142857142857,1.4795918367346939,4,232.5,500.025217,500.025217,512.1397604903408,12.114543490340793
31,30,61,163,154,317,9,0.9285714285714286,0.8571428571428571,1.596938775510204,4,232.5,515.44603,515.44603,518.8872503585346,3.441220358534679
31,31,62,163,163,326,0,0.9285714285714286,0.9285714285714286,1.7244897959183674,4,232.5,528.165509,528.165509,525.4622342357567,-2.7032747642433606
31,32,63,163,172,335,-9,0.9285714285714286,1.0,1.8622448979591837,4,232.5,540.931562,540.931562,531.864712122007,-9.066849877993036
31,33,64,163,188,351,-25,0.9285714285714286,0.05555555555555555,0.8653313177122701,5,186.0,551.147184,551.147184,547.9917137593256,-3.15547024067439
31,34,65,163,204,367,-41,0.9285714285714286,0.1111111111111111,0.8745905769715294,5,186.0,563.036422,563.036422,556.4746283015351,-6.561793698464953
31,35,66,163,220,383,-57,0.9285714285714286,0.16666666666666666,0.8900226757369615,5,186.0,572.176447,572.176447,564.8531873677244,-7.323259632275608
31,36,67,163,236,399,-73,0.9285714285714286,0.2222222222222222,0.9116276140085664,5,186.0,583.402833,583.402833,573.1273909578939,-10.275442042106079
31,37,68,163,252,415,-89,0.9285714285714286,0.2777777777777778,0.9394053917863442,5,186.0,591.680388,591.680388,581.2972390720433,-10.383148927956654
31,38,69,163,268,431,-105,0.9285714285714286,0.3333333333333333,0.9733560090702948,5,186.0,601.989625,601.989625,589.3627317101729,-12.626893289827194
31,39,70,163,284,447,-121,0.9285714285714286,0.3888888888888889,1.0134794658604183,5,186.0,609.644568,609.644568,597.3238688722822,-12.32069912771783
31,40,71,163,300,463,-137,0.9285714285714286,0.4444444444444444,1.0597757621567145,5,186.0,618.948257,618.948257,605.1806505583718,-13.767606441628232
31,41,72,163,316,479,-153,0.9285714285714286,0.5,1.1122448979591837,5,186.0,625.469199,625.469199,612.9330767684414,-12.53612223155858
31,42,73,163,332,495,-169,0.9285714285714286,0.5555555555555556,1.1708868732678257,5,186.0,634.657755,634.657755,620.5811475024909,-14.07660749750903
31,43,74,163,348,511,-185,0.9285714285714286,0.6111111111111112,1.2357016880826406,5,186.0,641.080332,641.080332,628.1248627605205,-12.955469239479498
31,44,75,163,364,527,-201,0.9285714285714286,0.6666666666666666,1.306689342403628,5,186.0,649.560579,649.560579,635.5642225425302,-13.996356457469801
31,45,76,163,380,543,-217,0.9285714285714286,0.7222222222222222,1.3838498362307887,5,186.0,655.369301,655.369301,642.8992268485198,-12.470074151480162
31,46,77,163,396,559,-233,0.9285714285714286,0.7777777777777778,1.467183169564122,5,186.0,663.1146,663.1146,650.1298756784894,-12.984724321510612
31,47,78,163,412,575,-249,0.9285714285714286,0.8333333333333334,1.556689342403628,5,186.0,668.968965,668.968965,657.2561690324393,-11.712795967560737
31,48,79,163,428,591,-265,0.9285714285714286,0.8888888888888888,1.652368354749307,5,186.0,675.866603,675.866603,664.2781069103689,-11.588496089631121
31,49,80,163,444,607,-281,0.9285714285714286,0.9444444444444444,1.754220206601159,5,186.0,680.51934,680.51934,671.1956893122787,-9.323650687721397
31,50,81,163,460,623,-297,0.9285714285714286,1.0,1.8622448979591837,5,186.0,687.510129,687.510129,678.0089162381685,-9.501212761831539
31,51,82,163,485,648,-322,0.9285714285714286,0.045454545454545456,0.8643110136616631,6,155.0,690.542065,690.542065,697.1570115360945,6.614946536094521
31,52,83,163,510,673,-347,0.9285714285714286,0.09090909090909091,0.870509360769101,6,155.0,695.157543,695.157543,705.5735655848857,10.416022584885695
31,53,84,163,535,698,-372,0.9285714285714286,0.13636363636363635,0.8808399392814977,6,155.0,698.13359,698.13359,713.9202618356799,15.78667183567984
32,26,58,172,118,290,54,1.0,0.5714285714285714,1.3265306122448979,4,248.0,451.476002,451.476002,498.36586935835084,46.88986735835084
32,27,59,172,127,299,45,1.0,0.6428571428571429,1.4132653061224492,4,248.0,468.172962,468.172962,505.63087719946,37.45791519945999
32,28,60,172,136,308,36,1.0,0.7142857142857143,1.510204081632653,4,248.0,487.012359,487.012359,512.7233790495974,25.71102004959738
32,29,61,172,145,317,27,1.0,0.7857142857142857,1.6173469387755102,4,248.0,501.045244,501.045244,519.643374908763,18.598130908762982
32,30,62,172,154,326,18,1.0,0.8571428571428571,1.7346938775510203,4,248.0,517.630425,517.630425,526.3908647769568,8.7604397769569
32,31,63,172,163,335,9,1.0,0.9285714285714286,1.8622448979591837,4,248.0,530.368534,530.368534,532.9658486541789,2.5973146541789447
32,32,64,172,172,344,0,1.0,1.0,2.0,4,248.0,545.957015,545.957015,539.368326540429,-6.588688459570903
32,33,65,172,188,360,-16,1.0,0.05555555555555555,1.0030864197530864,5,198.4,556.01242,556.01242,554.8709378113381,-1.1414821886619393
32,34,66,172,204,376,-32,1.0,0.1111111111111111,1.0123456790123457,5,198.4,569.290795,569.290795,563.3538523535474,-5.936942646452621
32,35,67,172,220,392,-48,1.0,0.16666666666666666,1.0277777777777777,5,198.4,578.397939,578.397939,571.7324114197369,-6.665527580263074
32,36,68,172,236,408,-64,1.0,0.2222222222222222,1.0493827160493827,5,198.4,590.792326,590.792326,580.0066150099063,-10.785710990093662
32,37,69,172,252,424,-80,1.0,0.2777777777777778,1.0771604938271606,5,198.4,598.980084,598.980084,588.1764631240558,-10.803620875944262
32,38,70,172,268,440,-96,1.0,0.3333333333333333,1.1111111111111112,5,198.4,610.518056,610.518056,596.2419557621852,-14.27610023781483
32,39,71,172,284,456,-112,1.0,0.3888888888888889,1.1512345679012346,5,198.4,617.933978,617.933978,604.2030929242947,-13.730885075705373
32,40,72,172,300,472,-128,1.0,0.4444444444444444,1.1975308641975309,5,198.4,628.685954,628.685954,612.0598746103842,-16.626079389615825
32,41,73,172,316,488,-144,1.0,0.5,1.25,5,198.4,635.468832,635.468832,619.8123008204539,-15.656531179546164
